composition,critical_temperature_tc
La1Bi1S2F0.5O0.5,5.43
La1Bi1S2F0.5O0.5,4.51
La1Bi1S2F0.5O0.5,2.75
Y1Pt1Bi1,0.98
Nb2B1N1,4.4
Ce1Ni0.8Bi2,4.2
La0.9Y0.1Co2B2,4.1
La2Sb1,5.3
Sm1Fe0.96Ni0.04As1O1,7.5
Sm1Fe0.94Ni0.06As1O1,9.0
Sm1Fe0.92Ni0.08As1O1,6.0
Ba1Ti2Sb2O1,1.2
Ba0.96K0.04Ti2Sb2O1,3.88
Ba0.95K0.05Ti2Sb2O1,4.25
Ba0.9K0.1Ti2Sb2O1,5.13
Ba0.88K0.12Ti2Sb2O1,6.1
Ba0.85K0.15Ti2Sb2O1,5.86
Ba0.8K0.2Ti2Sb2O1,3.0
Eu1Sr2Ta0.8Sn0.2Cu2O8-z,40.0
Sm1Sr2Ta0.8Sn0.2Cu2O8-z,30.0
Li1M1Fe2Se2,45.0
Na1M1Fe2Se2,45.0
Nb0.6Al0.08N0.79O0.21,7.0
Nb0.89Al0.11N0.85O0.17,17.3
Nb0.95Mg0.05N0.92O0.08,15.0
Nb0.95Mg0.05N0.92O0.08,17.6
Nb0.9Mg0.1N0.87O0.13,5.0
Nb0.9Mg0.1N0.87O0.13,16.2
Nb1N0.98O0.02,17.7
Nb0.95Mg0.05N0.92O0.08,17.0
Nb0.89Al0.11N0.84O0.16,16.7
Nb0.87Si0.09N0.13O0.13,16.8
Ti0.4V0.6,7.46
Ti0.6V0.4,7.15
Ti0.7V0.3,7.0
Ti0.8V0.2,4.15
Ce1Pd1Bi1,1.3
La1C2,1.695
La1C2,1.8
Sr1Pd1Ge3,1.5
Ba1Pt1Si3,1.75
Sr1Pt1Ge3,1.0
La1Pd1Si3,2.6
La1Pd0.6Ge0.14,2.8
Fe1Se0.3Te0.7,14.5
Fe0.99Co0.01Se0.3Te0.7,13.3
Fe0.98Co0.02Se0.3Te0.7,10.3
Fe0.97Co0.03Se0.3Te0.7,9.24
Fe0.95Co0.05Se0.3Te0.7,8.2
Fe0.99Ni0.01Se0.3Te0.7,9.5
Fe0.98Ni0.02Se0.3Te0.7,2.1
Fe0.99Zn0.01Se0.3Te0.7,13.0
Fe0.98Zn0.02Se0.3Te0.7,12.0
Fe0.97Zn0.03Se0.3Te0.7,11.8
Fe0.95Zn0.05Se0.3Te0.7,13.5
Cu0.1Bi2Se3,2.95
Au0.65Pt0.35Te2,4.1
Au1Te2,1.8
La1Pt2Ge2,0.41
La1Pt1.85Ge2.15,1.85
La1Pt1.8Ge2.2,1.95
Al2C1Mo3,8.2
Pr2Ba4Cu7O14.44,20.75
Sn0.95In0.05Te1,1.21
Pb0.2375Sn0.7125In0.05Te1,2.66
Pb0.3325Sn0.6175In0.05Te1,1.61
Sn0.84In0.16Te1,2.14
Pb0.252Sn0.588In0.16Te1,3.92
Pb0.42Sn0.42In0.16Te1,4.21
Sn0.975In0.025Te1,0.84
Sn0.92In0.08Te1,1.36
Sn0.84In0.16Te1,2.12
Pb0.196Sn0.784In0.02Te1,1.68
Pb0.184Sn0.736In0.08Te1,2.84
Pb0.16Sn0.64In0.2Te1,3.31
Pb0.38Sn0.57In0.05Te1,0.68
Pb0.352Sn0.528In0.12Te1,3.6
Pb0.32Sn0.48In0.2Te1,4.19
Y1Pt2Si2,1.5
La1Pt2Si2,1.5
Lu1Pt2Si2,1.9
Ba1Ti2Sb2O1,1.19
Ba1Ti2Sb1.8Sn0.2O1,2.2
Ba1Ti2Sb1.7Sn0.3O1,2.2
Ba1Ti2Sb1.6Sn0.4O1,2.31
Ba1Ti2Sb1.4Sn0.6O1,2.49
Sc5Ir4Si10,8.0
Pr2Ba4Cu7O15-z,27.0
Nd1Bi1S2F0.3O0.7,5.25
Au1Te2,2.3
La1Fe4P12,4.1
La1Ru4P12,6.57
Ca0.9La0.1Fe1As2,34.0
Ca0.79La0.21Fe1As2,25.0
Li1M1Fe2Se2,45.0
Li1M1Fe2Se2,41.0
Li1M1Fe2Se2,35.0
Lu1Ru2,2.23
Ru2Y1,2.75
Ru2Sc1,2.36
Ce0.95Nd0.05Co1In5,1.9
Ce0.965La0.035Co1In5,1.84
Sr0.58La0.42Bi1S2F1,2.13
Sr0.55La0.45Bi1S2F1,3.1
Sr0.5La0.5Bi1S2F1,3.04
Sr0.4La0.6Bi1S2F1,2.96
Ca0.9La0.1Fe1As1H1,28.2
Ca0.8La0.2Fe1As1H1,40.6
Ca0.7La0.3Fe1As1H1,35.7
Cr2Re3B1,4.8
Sr1Ca13Cu24O41,11.8
Ba2Bi1.75Sb1.25,3.51
Ba2Bi2Sb1,3.92
Ba2Bi2.25Sb0.75,4.06
Ba2Bi2.5Sb0.5,4.25
Ba2Bi2.75Sb0.25,4.46
Ba2Bi3,4.48
Zr1P1.5Se0.5,5.76
Zr1P1.35Se0.65,6.24
Zr1P1.25Se0.75,6.3
Zr1P1.1Se0.9,5.34
Zr1P0.6Se1.4,4.11
Zr1P1.6S0.4,4.36
Zr1P1.4S0.6,4.99
Zr1P1.25S0.75,4.85
Zr1P1S1,3.6
Hf1P1.5S0.5,4.63
Hf1P1.7S0.3,3.71
Hf1P1.5S0.5,5.31
As1Cr1,2.17
Li2Ir1Si3,3.7
K0.8Fe1.7Se2,32.0
K0.8Fe1.78Se2,32.0
Tl0.6Rb0.4Fe1.67Se2,32.0
La1Fe1As1H0.08O0.92,28.7
La1Fe1As1H0.21O0.79,17.8
La1Fe1As1H0.3O0.7,38.0
La1Fe1As1H0.46O0.54,36.2
La1Fe1As1H0.24O0.76,30.1
Gd1Fe1As1H0.1O0.9,55.0
Gd1Fe1As1H0.3O0.7,45.9
Sm1Fe1As1H0.066O0.934,43.3
Sm1Fe1As1H0.25O0.75,54.7
Sm1Fe1As1H0.4O0.6,46.4
Ce1Fe1As1H0.065O0.935,41.1
Ce1Fe1As1H0.22O0.78,48.0
Ce1Fe1As1H0.4O0.6,43.1
Ba1Fe1.9Ni0.1As2,20.0
Fe1.02Te0.5Se0.5,13.6
Fe1.02Te0.5Se0.4S0.1,13.0
Fe1.02Te0.5Se0.3S0.2,11.64
Fe1.02Te0.5Se0.2S0.3,10.16
Fe1.02Te0.5Se0.1S0.4,8.45
Eu1Sr2Ta0.8Sn0.2O8-z,40.0
Sm1Sr2Ta0.8Sn0.2O8-z,30.0
Sm1Fe1As1F0.25O0.7,49.6
Ba0.9Rb0.1Fe2As2,23.3
Fe1Se0.4Te0.6,14.2
Sm1Fe1As1F0.12O0.88,49.35
Sm1Fe1As0.95P0.05F0.12O0.88,46.8
Sm1Fe1As0.9P0.1F0.12O0.88,36.35
Sm1Fe1As0.85P0.15F0.12O0.88,17.8
Sm1Fe1As0.8P0.2F0.12O0.88,15.6
Ce0.6Nd0.4F0.5Bi1S2O0.5,3.0
Ce0.5Nd0.5F0.5Bi1S2O0.5,3.46
Ce0.4Nd0.6F0.5Bi1S2O0.5,3.94
Ce0.3Nd0.7F0.5Bi1S2O0.5,4.07
Ce0.2Nd0.8F0.5Bi1S2O0.5,4.42
Ce0.1Nd0.9F0.5Bi1S2O0.5,4.68
Nd1F0.5Bi1S2O0.5,4.79
Ba1Ti2Sb2O1,1.2
Ba1Ti2Bi2O1,4.6
K0.8Fe1.97Mn0.03Se2,37.4
K0.8Fe1.97Mn0.03Se2,42.2
Ba8Si44Al2,5.85
Ba8Si43Al3,5.75
Ba8Si41Al5,6.0
Ba8Si40Al6,5.6
Ba8Si39Al7,4.0
Ba8Si38Al8,3.0
Fe1Sr2Y1Cu2O7.51,53.5
Fe1Sr2Eu1Cu2O7.51,22.0
Fe1Sr2Gd1Cu2O7.58,36.5
Fe1Sr2Nd1Cu2O7.54,4.2
Fe1Sr2Er1Cu2O7.5,52.0
Dy1Ni2B2C1,6.3
Sn0.776Pb0.194In0.03Te1,2.25
Sn0.768Pb0.192In0.04Te1,2.57
Sn0.576Pb0.384In0.04Te1,0.4
Sn0.9025Pb0.0475In0.05Te1,1.79
Sn0.8549Pb0.0951In0.05Te1,2.06
Sn0.8075Pb0.1425In0.05Te1,2.81
Sn0.7598Pb0.1902In0.05Te1,2.77
Sn0.7127Pb0.2373In0.05Te1,2.62
Sn0.6646Pb0.2854In0.05Te1,2.28
Sn0.6175Pb0.3325In0.05Te1,1.6
Sn0.57Pb0.38In0.05Te1,0.703
Sn0.92In0.08Te1,1.35
Sn0.736Pb0.184In0.08Te1,2.82
Sn0.552Pb0.368In0.08Te1,2.16
Sn0.8798Pb0.0002In0.12Te1,1.76
Sn0.704Pb0.176In0.12Te1,2.98
Sn0.5277Pb0.3523In0.12Te1,3.58
Sn0.84In0.16Te1,2.13
Sn0.6723Pb0.1677In0.16Te1,3.11
Sn0.5883Pb0.2517In0.16Te1,3.88
Sn0.504Pb0.336In0.16Te1,4.01
Sn0.4197Pb0.4203In0.16Te1,4.18
Sn0.3361Pb0.5039In0.16Te1,2.49
Sn0.6001Pb0.1999In0.2Te1,3.59
Sn0.56Pb0.24In0.2Te1,3.87
Sn0.4797Pb0.3203In0.2Te1,4.16
Sn0.3997Pb0.4003In0.2Te1,4.23
Sn0.32Pb0.48In0.2Te1,3.35
La1Ni1C2,3.0
Eu1Pt1Si3,3.7
Ba1Fe2As1.34P0.66,30.0
Y1Pt1Bi1,0.77
Sr3Ir4Sn13,5.0
La1Ir1Si3,1.45
La0.95Y0.05F0.5Bi1S2O0.5,2.5
La0.75Y0.25F0.5Bi1S2O0.5,3.1
Bi2Se3,8.2
Y1Ba2Cu3O6.98,89.6
Y1Ba2Cu3O6.98,89.5
Y1Ba2Cu3O6.8,77.1
Y1Ba2Cu3O6.8,83.2
Y1Ba2Cu3O6.66,58.9
Y1Ba2Cu3O6.66,62.6
Y1Ba2Cu3O6.45,45.4
Y1Ba2Cu3O6.45,49.5
Pr1Bi1S2F0.5O0.5,3.7
La1Ni1C2,3.0
Ba1Fe1.84Co0.16As2,26.3
Mo1O2-z,12.0
Ca1Fe0.9Co0.1As1F1,22.0
Ca0.9Pr0.1Fe1.3As1.8O0.2,20.0
Ca0.9Pr0.1Fe1As2,20.0
Sr0.8La0.2Fe1As1F1,24.4
Sr0.6La0.4Fe1As1F1,27.05
Lu1Sn1Ge1,0.57
La1Bi1S2F0.5O0.5,2.5
La1Bi1S2F0.5O0.5,10.7
Ca0.88La0.12Fe1As1.8Sb0.2,47.2
Ca0.85La0.15Fe1As1.98Sb0.02,43.0
Ca0.85La0.15Fe1As2,35.1
Ca0.84La0.16Fe1As2,34.0
Ca0.81La0.19Fe1As2,28.1
Ca0.79La0.21Fe1As2,28.0
Ca0.78La0.22Fe1As2,21.8
Ca0.84Ce0.16Fe1As1.98Sb0.02,21.0
Ca0.76Ce0.24Fe1As1.8Sb0.2,43.0
Ca0.8Pr0.2Fe1As2,10.0
Ca0.82Pr0.18Fe1As1.98Sb0.02,26.0
Ca0.76Pr0.24Fe1As0.9Sb0.1,43.0
Ca0.81Nd0.19Fe1As2,11.0
Ca0.81Nd0.19Fe1As1.98Sb0.02,24.0
Ca0.84Nd0.16Fe1As0.9Sb0.1,43.0
Li2Ir1Si3,3.8
Sr1Fe2As1.4P0.6,27.9
Sr1Fe2As1.3P0.7,29.6
Sr1Fe2As1.22P0.78,24.9
Sr1Fe2As1.08P0.92,19.2
Sr1Fe2As1P1,3.69
Sr1Fe2As1.4P0.6,33.9
Sr1Fe2As1.3P0.7,34.0
Sr1Fe2As1.22P0.78,29.8
Sr1Fe2As1.08P0.92,26.8
Sr1Fe2As1P1,14.5
Sr1Fe2As0.8P1.2,6.26
Au0.64Ge0.22Yb0.14,0.655
Au0.635Ge0.205Yb0.16,0.325
La1Bi1S2F0.5O0.5,2.49
La1Bi1S1.8Se0.2F0.5O0.5,2.19
La1Bi1S1.6Se0.4F0.5O0.5,2.5
La1Bi1S1.4Se0.6F0.5O0.5,3.0
La1Bi1S1.2Se0.8F0.5O0.5,3.7
La1Bi1S1Se1F0.5O0.5,3.78
La1Bi1S0.8Se1.2F0.5O0.5,3.6
La1Bi1S0.6Se1.4F0.5O0.5,3.01
Ce1Bi1S2F0.7O0.3,2.68
Ce0.8Nd0.2Bi1S2F0.7O0.3,3.145
Ce0.6Nd0.4Bi1S2F0.7O0.3,3.256
Ce0.4Nd0.6Bi1S2F0.7O0.3,3.67
Ce0.2Nd0.8Bi1S2F0.7O0.3,4.31
Nd1Bi1S2F0.7O0.3,4.75
Nd0.8Sm0.2Bi1S2F0.7O0.3,4.65
Nd0.6Sm0.4Bi1S2F0.7O0.3,4.58
Ce0.6Nd0.4Bi1S2F0.5O0.5,3.0
Ce0.5Nd0.5Bi1S2F0.5O0.5,3.48
Ce0.4Nd0.6Bi1S2F0.5O0.5,3.93
Ce0.3Nd0.7Bi1S2F0.5O0.5,4.07
Ce0.2Nd0.8Bi1S2F0.5O0.5,4.48
Ce0.1Nd0.9Bi1S2F0.5O0.5,4.68
Nd1Bi1S2F0.5O0.5,4.78
Nd0.8Sm0.2Bi1S2F0.5O0.5,5.11
Nd0.6Sm0.4Bi1S2F0.5O0.5,5.32
Nd0.4Sm0.6Bi1S2F0.5O0.5,5.51
Ce0.2Nd0.8Bi1S2F0.3O0.7,2.33
Nd1Bi1S2F0.3O0.7,3.55
Nd0.8Sm0.2Bi1S2F0.3O0.7,4.9
Nd0.6Sm0.4Bi1S2F0.3O0.7,5.19
Nd0.4Sm0.6Bi1S2F0.3O0.7,5.38
Nd0.2Sm0.8Bi1S2F0.3O0.7,5.58
Ca1Fe0.93Co0.07As1H1,23.0
Ca1Fe0.91Co0.09As1H1,22.7
Ca1Fe0.88Co0.12As1H1,23.2
Ca1Fe0.83Co0.17As1H1,19.0
Ca1Fe0.78Co0.22As1H1,13.3
Ca1Fe0.74Co0.26As1H1,8.95
K0.5Na0.24Fe1.52Se2,20.0
Pr1.87Ce0.13Cu1O4,8.8
Pr1.86Ce0.14Cu1O4,17.7
Pr1.85Ce0.15Cu1O4,19.5
Pr1.83Ce0.17Cu1O4,13.4
Eu1Bi1S2F1,0.3
La1Bi1Se2F0.5O0.5,3.43
La1Bi1Se2F0.5O0.5,3.57
La1.25Ba1.65Ca0.1Cu3O7.15,57.3
La1.25Ba1.55Ca0.2Cu3O7.16,68.5
La1.25Ba1.45Ca0.3Cu3O7.15,75.2
La1.25Ba1.35Ca0.4Cu3O7.16,79.8
Ba0.81K0.19Fe2As2,14.0
Ba0.81K0.19Fe2As2,9.2
Ba0.74K0.26Fe2As2,32.0
Ba0.68K0.32Fe2As2,37.0
Ba0.64K0.34Fe2As2,39.0
Ba2Ti2Fe2As4O1,21.5
Li0.8Fe1.2Se1H1O1,40.9
Li0.8Fe1.2Se0.84S0.16H1O1,38.6
Li0.8Fe1.2Se0.78S0.22H1O1,35.6
Li0.8Fe1.2Se0.72S0.28H1O1,35.0
Li0.8Fe1.2Se0.59S0.41H1O1,32.0
Li0.8Fe1.2Se0.47S0.53H1O1,24.2
Li0.8Fe1.2Se0.34S0.66H1O1,18.4
Li0.8Fe1.2Se0.23S0.77H1O1,11.0
Eu3Bi2S4F4,1.45
Ce1Bi1S2F0.7O0.3,4.5
Sr0.5Ce0.5Bi1S2F1,2.8
Ba1Pt2Sb2,1.835
Rb2Cr3As3,4.8
K2Cr3As3,6.1
U2Pt0.9Rh0.1C2,1.09
U2Pt0.95Rh0.05C2,1.41
U2Pt1C2,1.45
Pd2Hf1Al1,3.55
Sr1Ti1O3-d,0.085
Sr1Ti1O3-d,0.175
Sr1Ti1O3-d,0.201
Sr0.9978Ca0.0022Ti1O3-d,0.067
Sr0.9978Ca0.0022Ti1O3-d,0.132
Sr0.9978Ca0.0022Ti1O3-d,0.182
Sr1Pt2As2,5.2
Gd1Fe1As1H0.1O0.9,56.2
Sm1Fe1As1H0.25O0.75,55.0
Ce1Fe1As1H0.21O0.79,48.0
La1Fe1As1H0.36O0.64,36.0
La1Fe1As1H0.44O0.56,21.0
La0.9Sm0.1Bi1S2F0.5O0.5,2.93
La0.7Sm0.3Bi1S2F0.5O0.5,3.11
La0.6Sm0.4Bi1S2F0.5O0.5,3.26
La0.5Sm0.5Bi1S2F0.5O0.5,4.05
La0.4Sm0.6Bi1S2F0.5O0.5,4.21
La0.3Sm0.7Bi1S2F0.5O0.5,5.14
La0.2Sm0.8Bi1S2F0.5O0.5,5.42
Eu1Fe1.72Ir0.28As2,21.5
Ce1Au2Si2,2.55
Ce1Au2Si2,1.15
Nb2Pd1S5,6.0
Ta4Pd3Te16,4.3
Bi3S3O2,4.1
Ta4Pd3Te16,4.3
Ta4Pd3Te16,4.3
Ta4Pd3Te16,4.3
Ce1Ni0.86Bi2,4.1
La1Ni0.72Bi2,4.05
La1Pd0.8Sb2,3.25
La1Pd0.8Bi2,2.865
Fe1Se1,8.5
Fe1Se0.96S0.04,9.58
Fe1Se0.91S0.09,10.1
Fe1Se0.89S0.11,10.7
Ir0.91Se2,6.45
Ir0.77Se2,3.5
Ir0.93Te2,4.7
La1Fe4P12,4.1
La1Ru4P12,7.2
La1Os4P12,1.8
Ca9La1Pt3Fe10As18,27.9
Ca8.87La1.13Pt3Fe10As18,32.8
Ca8.85La1.15Pt3Fe10As18,35.1
Ca8.6La1.4Pt3Fe10As18,34.5
Ca8.44La1.56Pt3Fe10As18,32.3
Ca7.62La2.38Pt3Fe10As18,26.0
Ca9.26Ce0.74Pt3Fe10As18,22.6
Ca8.38Ce1.62Pt3Fe10As18,30.5
Ca8.32Ce1.68Pt3Fe10As18,30.4
Ca7.16Ce2.84Pt3Fe10As18,18.9
Ca9.39Pr0.61Pt3Fe10As18,19.5
Ca8.77Pr1.23Pt3Fe10As18,26.9
Ca8.48Pr1.52Pt3Fe10As18,31.8
Ca8.03Pr1.97Pt3Fe10As18,25.0
Ca6.85Pr3.15Pt3Fe10As18,20.5
Ca8.77Nd1.23Pt3Fe10As18,28.4
Ca8.41Nd1.59Pt3Fe10As18,28.1
Ca7.65Nd2.35Pt3Fe10As18,18.9
Ca9.29Sm0.71Pt3Fe10As18,26.2
Ca8.45Sm1.55Pt3Fe10As18,28.0
Ca9.06Gd0.94Pt3Fe10As18,25.0
Ca9.16Tb0.84Pt3Fe10As18,23.7
Ca9.35Dy0.65Pt3Fe10As18,20.9
Ca9.68Ho0.32Pt3Fe10As18,19.5
Ca9.75Er0.25Pt3Fe10As18,17.6
Ca9.72Tm0.28Pt3Fe10As18,14.8
Ca9.5Yb0.5Pt3Fe10As18,11.6
Ca9.75Lu0.25Pt3Fe10As18,10.9
Ca9.58Y0.42Pt3Fe10As18,18.6
Ce1Bi1S2F0.45O0.55,2.295
Ce1Bi1S2F0.7O0.3,2.92
Ce1Bi1S2F0.6O0.4,4.46
Ce1Bi1S2F0.9O0.1,6.855
Ce1Bi1S2F0.4O0.6,2.85
Ga1Nb3,16.5
Ba0.9Yb0.1Fe2As2,20.0
La1Rh2Si2,1.1
La1Ir2Si2,1.1
La1Ir2Si2,1.55
La1Pt2Si2,1.365
Y1Ru2Si2,1.1
Y1Rh2Si2,1.1
Y1Pd2Si2,1.1
Y1Os2Si2,1.1
Y1Ir2Si2,1.1
Y1Ir2Si2,2.775
Y1Pt2Si2,1.64
Th1Ru2Si2,1.1
Th1Rh2Si2,1.1
Th1Pd2Si2,1.1
Th1Os2Si2,1.1
Th1Ir2Si2,2.215
Th1Pt2Si2,1.1
U1Rh2Si2,1.1
U1Ir2Si2,1.1
Th1Ru2Ge2,1.1
Th1Rh2Ge2,1.1
Th1Pd2Ge2,1.1
Th1Os2Ge2,1.1
Th1Ir2Ge2,1.51
Th1Pt2Ge2,1.1
U1Rh2Ge2,1.1
U1Ir2Ge2,1.1
Pb0.19Sn0.76In0.05Te1,2.76
Pb0.18Sn0.74In0.08Te1,2.85
Pb0.35Sn0.53In0.12Te1,3.5
Pb0.43Sn0.43In0.16Te1,4.17
Pb0.4Sn0.4In0.2Te1,4.24
H2S1,60.0
H2S1,185.0
D2S1,30.0
La1Ni1B1N1,3.92
La1Pt1B1N1,6.7
La3Ni2B2N3,14.9
Ca1Ni1B1N1,2.08
Bi3S3O2,4.5
Bi12S11O18,4.0
Ir0.94Se2,6.24
Ir0.85Rh0.09Se2,7.61
Ir0.82Rh0.12Se2,7.96
Ir0.76Rh0.18Se2,8.09
Ir0.64Rh0.3Se2,8.77
Ir0.58Rh0.36Se2,9.6
Ir0.44Rh0.5Se2,9.24
Ir0.37Rh0.57Se2,9.09
Ir0.3Rh0.64Se2,8.39
Ir0.19Rh0.75Se2,7.49
Rh0.94Se2,5.19
Ba2Ti2Fe2As4O1,18.75
Ta4Pd3Te16,4.46
Eu3Bi2S4F4,1.4
Ca1Fe1As1F0.8H0.2,29.0
Ca0.85La0.15Fe1As2,16.2
Ca0.85Pr0.15Fe1As2,21.0
Ca0.85Nd0.15Fe1As2,14.0
Ca0.85Sm0.15Fe1As2,17.6
Ca0.85Eu0.15Fe1As2,12.2
Ca0.85Gd0.15Fe1As2,19.5
C0.681Mo1,12.0
La1Bi1Se2F0.5O0.5,3.48
Sr1Au1Si3,1.65
K0.08Zr1N1Cl1,13.0
K0.08M1Zr1N1Cl1,15.0
K0.26Zr1N1Cl1,11.5
K0.26M1Zr1N1Cl1,11.5
Nb1Si1As1,8.2
La3Ru8B6,3.15
Mg4Al1Si3,5.2
Mg1.4Al0.6Si1,6.0
Ca1Al1Si1,2.6
Ca1Al0.74Si1.26,2.46
La1Ni1Sb2,1.0
La1Cu1Sb2,0.9
La1Pd1Sb2,2.7
La1Pd2As2,0.97
K0.05Mo1O2-z,9.5
K0.3Mo1O2-z,4.0
M0.23Ti1N1Cl1,10.5
M1Ti1N1Cl1,3.8
M1Ti1N1Cl1,6.8
M1Ti1N1Cl1,10.5
M1Ti1N1Cl1,15.5
M1Ti1N1Cl1,7.0
M1Ti1N1Cl1,15.2
M1Ti1N1Cl1,15.5
M1Ti1N1Cl1,17.1
M1Ti1N1Cl1,16.0
M1Ti1N1Cl1,16.4
M1Ti1N1Cl1,8.6
La1Bi1Se2F0.5O0.5,2.6
Eu1Fe1.6As2P0.4,23.5
Eu1Fe1.4As2P0.6,28.7
Eu1Fe1.2As2P0.8,21.5
Eu1Fe1.78Ir0.22As2,21.0
Eu1Fe1.72Ir0.28As2,21.6
La1Fe1As1F0.08O0.9,25.9
La1Fe0.991Zn0.009As1F0.08O0.9,15.6
La1Fe0.985Zn0.015As1F0.08O0.9,0.2
La1Fe1As1F0.28O0.68,33.5
La1Fe0.982Zn0.018As1F0.28O0.68,19.6
La1Fe0.973Zn0.027As1F0.28O0.68,12.2
La1Fe0.951Zn0.049As1F0.28O0.68,1.0
La1Fe0.918Zn0.082As1F0.28O0.68,8.2
La1Fe0.905Zn0.095As1F0.28O0.68,3.5
Ir0.9Rh0.1Te2,2.61
Ir0.85Rh0.15Te2,2.39
Ir0.7Rh0.3Te2,2.09
Ca0.84La0.16Fe1As1.99P0.01,41.0
Ca0.82La0.18Fe1As1.99P0.01,39.0
Ca0.77La0.23Fe1As1.99P0.01,28.0
Ca0.85La0.15Fe1As2,35.0
Ca0.81La0.19Fe1As2,28.0
Ca0.78La0.22Fe1As2,22.0
Ca0.85La0.15Fe1As1.98Sb0.02,43.0
Sr0.5Ce0.5F1Bi1S2,2.7
La0.9Sm0.1Bi1S2F0.5O0.5,2.93
La0.7Sm0.3Bi1S2F0.5O0.5,3.11
La0.6Sm0.4Bi1S2F0.5O0.5,3.25
La0.5Sm0.5Bi1S2F0.5O0.5,4.05
La0.4Sm0.6Bi1S2F0.5O0.5,4.2
La0.3Sm0.7Bi1S2F0.5O0.5,5.1
La0.2Sm0.8Bi1S2F0.5O0.5,5.44
La0.1Sm0.9Bi1S2F0.5O0.5,5.2
Y1Ba2Cu3O6.45,45.0
Y1Ba2Cu3O6.8,78.5
Y1Ba2Cu4O6.998,90.5
Y1Ba2Cu3O8,80.0
Y1Ba1.972Ba0.028Cu3O7-z,87.0
Tl2Ba2Cu1O6,59.0
Tl2Ba2Cu1O6,33.0
Tl2Ba2Cu1O6,20.0
Tl2Ba2Cu1O6,15.0
Na0.65Fe1.93Se2,37.5
Na0.65Fe1.93Se1.8S0.2,36.0
Na0.65Fe1.93Se1.6S0.4,32.0
Na0.65Fe1.93Se1.4S0.6,25.1
Na0.8M0.6Fe1.86Se2,45.2
Na0.8M0.6Fe1.86Se1.8S0.2,43.7
Na0.8M0.6Fe1.86Se1.6S0.4,42.2
Na0.8M0.6Fe1.86Se1.4S0.6,39.2
Na0.8M0.6Fe1.86Se1.2S0.8,35.3
Na0.8M0.6Fe1.86Se1S1,25.3
Cs3C60,38.0
La1Fe1As1F0.05O0.95,20.0
La1Fe1As1F0.075O0.925,21.2
La1Fe1As1F0.1O0.9,25.1
La1Fe1As1F0.15O0.85,10.5
La1Fe1As1F0.2O0.8,11.1
Li0.8Fe1.2Se1H1O1,40.0
Ba0.91Ce0.09Fe2As2,4.12
Ba0.85Ce0.15Fe2As2,13.4
Ba0.88La0.12Fe2As2,22.4
Ba0.82Pr0.18Fe2As2,6.2
Ba0.87Nd0.13Fe2As2,4.76
La1Ni1Bi1O1,5.5
K0.05Mo1O1.63,7.25
Ce1Fe1As1F0.05O0.95,11.9
Ce1Fe1As0.85P0.15F0.05O0.95,21.7
Ce1Fe1As0.7P0.3F0.05O0.95,18.1
Ce1Fe1As0.55P0.45F0.05O0.95,15.0
Ce1Fe1As0.47P0.53F0.05O0.95,5.84
Sm1Fe1As1H0.03O0.97,0.2
Sm1Fe1As1H0.19O0.81,55.3
Sm1Fe1As1H0.34O0.64,51.8
Sm1Fe1As1H0.43O0.57,45.0
Sm1Fe1As1F0.06O0.94,36.4
Ba0.91La0.09Fe2As2,7.76
Ba0.86La0.14Fe2As2,22.7
Ba0.82La0.18Fe2As2,14.8
Ba0.76La0.24Fe2As2,5.02
Sr0.5La0.5Bi1S2F1,2.8
Sr1Pt2As2,4.6
Y1Ba2Cu3O6.5,54.1
Y1Ba2Cu3O6.67,60.6
Y1Ba2Cu3O6.75,75.3
Ce1Fe0.98Co0.02As1H1,2.0
Ce1Fe0.96Co0.04As1H1,2.0
Ce1Fe0.93Co0.07As1H1,23.0
Ce1Fe0.91Co0.09As1H1,23.0
Ce1Fe0.88Co0.12As1H1,23.0
Ce1Fe0.83Co0.17As1H1,19.5
Ce1Fe0.78Co0.22As1H1,13.5
Ce1Fe0.74Co0.26As1H1,10.0
Sm1Fe1As1H0.22O0.78,50.0
Sm1Fe1As0.77P0.23H0.11O0.89,28.0
Sm1Fe1As0.77P0.23H0.2O0.8,36.0
Sm1Fe1As0.55P0.45H0.08O0.92,19.0
Sm1Fe1As0.55P0.45H0.16O0.84,11.0
Sm1Fe1As0.55P0.45H0.26O0.74,17.0
Sm1Fe1As0.47P0.53H0.09O0.91,10.5
Sm1Fe1As0.47P0.53H0.24O0.76,5.5
K1Fe2As2,3.5
Rb1Fe2As2,2.5
K1Fe2As2,3.6
K1Fe2As2,3.1
Cs1Fe2As2,1.8
K1Fe2As2,3.5
La1Ni0.65Bi2,4.0
Ce1Ni0.8Bi2,4.1
Nd1Ni0.89Bi2,4.1
Y1Ni0.82Bi2,4.1
Ba1Ni2As2,0.575
Ba1Ni2As1.972P0.028,0.634
Ba1Ni2As1.902P0.098,0.763
Ba1Ni2As1.846P0.154,3.28
Ba1Ni2As1.816P0.184,3.27
Ba1Ni2As1.792P0.208,3.24
Ce1Au2Si2,2.455
Bi3S3O3,5.1
Cs3C60,38.0
Ca10Ir4Fe10As18,16.0
Ce1Bi1S2F0.5O0.5,2.45
Ce1Bi1S2F0.5O0.5,7.62
Fe1Te0.8S0.2,7.9
La1Ni1As1H0.08O0.92,3.76
La1Ni1As1H0.17O0.83,3.68
